"","UNIVERSITY.NAME","STATUS","TARGET.MAJOR","TERM","GRE.Q.","GRE.V.","GRE.AWA.","GRE.TOTAL.","TOEFL","UG.COLLEGE","UG.MAJOR","CGPA","PAPERS","WORK.EXPERIENCE.M."
"1","University of Texas, Austin","Admit","Civil Engineering","Fall 2018",170,149,3,319,88,"IIT Bombay","Civil Engineering",7.39,0,0
"2","Penn State Harrisburg","Admit","Computer Science","Fall 2016",170,162,4,332,110,"IIT Bombay","Computer Science",8.93,0,0
"3","University of Massachusetts, Amherst","Admit","Chemical Engineering","Fall 2019",170,153,4.5,323,104,"IIT Bombay","Chemical Engineering",7.04,0,18
"4","University of Texas, Dallas","Admit","Computer Science","Fall 2019",168,149,3,317,106,"IIT Bombay","Electrical Engineering",7.07,0,0
"5","University of Washington","Admit","Electrical Engineering","Fall 2018",170,168,4.5,338,116,"IIT Bombay","Computer Science",9.14,0,0
"6","The University of Chicago","Admit","AI_ML_DS","Fall 2019",169,156,4,325,113,"IIT Bombay","Physics",7.39,0,0
"7","University of Texas, Austin","Reject","Aerospace Engineering","Fall 2020",167,157,4,324,113,"IIT Bombay","Aeronautical Engineering",7.65,0,27
"8","North Carolina State University","Reject","Computer Science","Fall 2013",164,161,3,325,110,"IIT Bombay","Computer Science",7.56,0,0
"9","Duke University","Reject","Computer Science","Fall 2019",170,150,3.5,320,106,"IIT Bombay","Civil Engineering",7.43,0,0
"10","University of Wisconsin, Madison","Reject","Computer Science","Fall 2020",170,166,4,336,113,"IIT Bombay","Computer Science",6.98,0,18
"11","Arizona State University","Admit","Computer Science","Fall 2019",161,151,3.5,312,96,"IIT Bombay","Computer Science",7.5,0,0
"12","Stanford University","Reject","Computer Science","Fall 2017",168,155,4,323,114,"IIT Bombay","Computer Science",8.4,0,0
"13","New York University","Reject","AI_ML_DS","Fall 2020",168,153,3.5,321,105,"IIT Bombay","Chemical Engineering",7.53,2,66
"14","University of Wisconsin, Madison","Admit","Mechanical Engineering","Fall 2017",170,153,4,323,110,"IIT Bombay","Chemical Engineering",7.9,0,0
"15","University of Maryland, College Park","Reject","Mechanical Engineering","Fall 2018",168,158,4.5,326,114,"IIT Bombay","Mechanical Engineering",7.88,0,0
"16","Indiana University - Purdue University, Indianapolis","Admit","Computer Science","Fall 2019",161,151,3.5,312,96,"IIT Bombay","Computer Science",7.5,0,0
"17","Northwestern University","Admit","AI_ML_DS","Fall 2017",170,158,4,328,107,"IIT Bombay","Chemical Engineering",7.56,0,18
"18","University of California, San Diego","Reject","Computer Science","Fall 2017",168,155,4,323,114,"IIT Bombay","Computer Science",8.4,0,0
"19","University of Texas, Austin","Reject","Civil Engineering","Fall 2016",170,164,4,334,119,"IIT Bombay","Civil Engineering",9.67,0,0
"20","University of Texas, Dallas","Admit","Computer Science","Fall 2013",164,161,3,325,110,"IIT Bombay","Computer Science",7.56,0,0
"21","New York University","Reject","AI_ML_DS","Fall 2019",170,150,3.5,320,106,"IIT Bombay","Civil Engineering",7.43,0,0
"22","University of Florida, Gainesville","Admit","Chemical Engineering","Fall 2018",168,147,3.5,315,96,"IIT Bombay","Chemical Engineering",7.17,0,0
"23","University of Texas, Austin","Reject","Computer Science","Fall 2017",168,155,4,323,114,"IIT Bombay","Computer Science",8.4,0,0
"24","University of Southern California","Reject","Computer Science","Fall 2020",168,158,3,326,109,"IIT Bombay","Electrical Engineering",6.42,0,18
"25","University of Texas, Dallas","Admit","Business Studies","Fall 2018",170,151,4,321,107,"IIT Bombay","Civil Engineering",7.73,0,0
"26","University of California, San Diego","Admit","Computer Science","Fall 2020",169,154,3,323,108,"IIT Bombay","Electrical Engineering",8.66,0,43
"27","Columbia University","Reject","AI_ML_DS","Fall 2019",169,163,4,332,114,"IIT Bombay","Electrical Engineering",6.17,0,56
"28","University of Florida, Gainesville","Reject","Computer Science","Fall 2019",161,151,3.5,312,96,"IIT Bombay","Computer Science",7.5,0,0
"29","University of Massachusetts, Amherst","Admit","Computer Science","Fall 2020",168,161,3,329,109,"IIT Bombay","Mechanical Engineering",9.04,0,0
"30","University of Colorado, Boulder","Admit","Mechanical Engineering","Fall 2018",166,155,4,321,107,"IIT Bombay","Mechanical Engineering",8.12,0,0
"31","Georgia Institute of Technology","Reject","Computer Science","Fall 2018",170,154,4,324,109,"IIT Bombay","Electrical Engineering",6.87,0,0
"32","University of Florida, Gainesville","Admit","Computer Science","Fall 2019",168,149,3,317,106,"IIT Bombay","Electrical Engineering",7.07,0,0
"33","University of California, Davis","Admit","Civil Engineering","Fall 2013",170,149,4.5,319,110,"IIT Bombay","Civil Engineering",8,0,0
"34","Rutgers University, Newark","Admit","Business Studies","Fall 2019",168,152,3.5,320,95,"IIT Bombay","Chemical Engineering",6.49,0,2
"35","Virginia Tech University","Admit","Civil Engineering","Fall 2017",167,166,4,333,111,"IIT Bombay","Civil Engineering",8.69,0,6
"36","Purdue University, West Lafayette","Admit","Civil Engineering","Fall 2016",170,164,4,334,119,"IIT Bombay","Civil Engineering",9.67,0,0
"37","Johns Hopkins University","Reject","Civil Engineering","Fall 2013",170,149,4.5,319,110,"IIT Bombay","Civil Engineering",8,0,0
"38","North Carolina State University","Reject","Computer Science","Fall 2019",166,153,3,319,103,"IIT Bombay","Computer Science",7.15,0,42
"39","University of California, Los Angeles","Admit","Computer Science","Fall 2017",168,155,4,323,114,"IIT Bombay","Computer Science",8.4,0,0
"40","University of Pennsylvania","Reject","AI_ML_DS","Fall 2020",168,157,4.5,325,105,"IIT Bombay","Mechanical Engineering",8.77,0,0
"41","University of Southern California","Reject","Computer Science","Fall 2020",170,166,4,336,113,"IIT Bombay","Computer Science",6.98,0,18
"42","University of Michigan, Ann Arbor","Reject","AI_ML_DS","Fall 2020",168,153,3.5,321,105,"IIT Bombay","Chemical Engineering",7.53,2,66
"43","University of Southern California","Admit","Electrical Engineering","Fall 2020",170,157,4,327,113,"IIT Bombay","Electrical Engineering",8.5,0,0
"44","Northwestern University","Reject","AI_ML_DS","Fall 2020",168,153,3.5,321,105,"IIT Bombay","Chemical Engineering",7.53,2,66
"45","Georgia Institute of Technology","Reject","AI_ML_DS","Fall 2017",170,158,4,328,107,"IIT Bombay","Chemical Engineering",7.56,0,18
"46","University of Texas, Austin","Admit","Civil Engineering","Fall 2017",167,166,4,333,111,"IIT Bombay","Civil Engineering",8.69,0,6
"47","Arizona State University","Admit","Computer Science","Fall 2016",170,162,4,332,110,"IIT Bombay","Computer Science",8.93,0,0
"48","Simon Fraser University","Reject","Computer Science","Fall 2019",161,151,3.5,312,96,"IIT Bombay","Computer Science",7.5,0,0
"49","The University of Chicago","Admit","Computer Science","Fall 2020",168,153,3.5,321,105,"IIT Bombay","Chemical Engineering",7.53,2,66
"50","University of Illinois, Urbana Champaign","Reject","Civil Engineering","Fall 2020",167,150,3.5,317,105,"IIT Bombay","Mechanical Engineering",6.5,0,0
"51","University of Maryland, College Park","Reject","Computer Science","Fall 2020",170,166,4,336,113,"IIT Bombay","Computer Science",6.98,0,18
"52","University of Washington","Reject","Computer Science","Fall 2017",168,155,4,323,114,"IIT Bombay","Computer Science",8.4,0,0
"53","University of California, Los Angeles","Admit","Civil Engineering","Fall 2017",167,166,4,333,111,"IIT Bombay","Civil Engineering",8.69,0,6
"54","University of Texas, Austin","Reject","Business Studies","Fall 2017",170,158,4,328,107,"IIT Bombay","Chemical Engineering",7.56,0,18
"55","Johns Hopkins University","Reject","Computer Science","Fall 2019",170,150,3.5,320,106,"IIT Bombay","Civil Engineering",7.43,0,0
"56","University of Illinois, Chicago","Admit","Mechanical Engineering","Fall 2020",167,150,3.5,317,105,"IIT Bombay","Mechanical Engineering",6.5,0,0
"57","Carnegie Mellon University","Admit","Computer Science","Fall 2020",170,157,4,327,113,"IIT Bombay","Electrical Engineering",8.5,0,0
"58","University of Maryland, College Park","Admit","Computer Science","Fall 2020",170,158,3,328,106,"IIT Bombay","Electrical Engineering",8.43,0,0
"59","Georgia Institute of Technology","Admit","AI_ML_DS","Fall 2019",164,167,4.5,331,118,"IIT Bombay","Statistics",8.72,0,0
"60","University of Texas, Austin","Admit","Computer Science","Fall 2018",170,159,4,329,112,"IIT Bombay","Computer Science",9,0,0
"61","University of Michigan, Ann Arbor","Reject","AI_ML_DS","Fall 2019",169,163,4,332,114,"IIT Bombay","Electrical Engineering",6.17,0,56
"62","University of Southern California","Admit","Electrical Engineering","Fall 2020",170,162,5,332,115,"IIT Bombay","Electrical Engineering",9.6,0,0
"63","Massachusetts Institute of Technology","Reject","Mechanical Engineering","Fall 2020",168,157,4.5,325,105,"IIT Bombay","Mechanical Engineering",8.77,0,0
"64","University of Massachusetts, Amherst","Admit","Computer Science","Fall 2020",169,154,3,323,108,"IIT Bombay","Electrical Engineering",8.66,0,43
"65","Ohio State University","Admit","Mechanical Engineering","Fall 2018",166,155,4,321,107,"IIT Bombay","Mechanical Engineering",8.12,0,0
"66","North Carolina State University","Reject","AI_ML_DS","Fall 2019",169,156,4,325,113,"IIT Bombay","Physics",7.39,0,0
"67","Cornell University","Reject","Computer Science","Fall 2017",168,155,4,323,114,"IIT Bombay","Computer Science",8.4,0,0
"68","Massachusetts Institute of Technology","Reject","Computer Science","Fall 2019",170,161,3.5,331,108,"IIT Bombay","Computer Science",8.7,0,0
"69","University of Minnesota, Twin Cities","Admit","Business Studies","Fall 2020",170,159,3.5,329,115,"IIT Bombay","Civil Engineering",6.9,0,8
"70","Georgia Institute of Technology","Reject","Computer Science","Fall 2020",168,153,3.5,321,105,"IIT Bombay","Chemical Engineering",7.53,2,66
"71","Columbia University","Reject","Management Studies","Fall 2017",170,153,4,323,110,"IIT Bombay","Chemical Engineering",7.9,0,0
"72","Stanford University","Reject","Electrical Engineering","Fall 2017",170,153,4,323,110,"IIT Bombay","Chemical Engineering",7.9,0,0
"73","Stanford University","Admit","Electrical Engineering","Fall 2020",170,162,5,332,115,"IIT Bombay","Electrical Engineering",9.6,0,0
"74","Tufts University","Admit","Mechanical Engineering","Fall 2016",170,154,4.5,324,108,"IIT Bombay","Mechanical Engineering",6.62,0,0
"75","University of Texas, Austin","Reject","Mechanical Engineering","Fall 2018",168,158,4.5,326,114,"IIT Bombay","Mechanical Engineering",7.88,0,0
"76","University of Illinois, Urbana Champaign","Reject","Mechanical Engineering","Fall 2018",168,158,4.5,326,114,"IIT Bombay","Mechanical Engineering",7.88,0,0
"77","University of California, San Diego","Admit","Computer Science","Fall 2020",170,157,4,327,113,"IIT Bombay","Electrical Engineering",8.5,0,0
"78","University of California, Los Angeles","Reject","Computer Science","Fall 2020",169,154,3,323,108,"IIT Bombay","Electrical Engineering",8.66,0,43
"79","University of Iowa","Admit","Mechanical Engineering","Fall 2020",167,150,3.5,317,105,"IIT Bombay","Mechanical Engineering",6.5,0,0
"80","University of Notre Dame","Reject","Civil Engineering","Fall 2020",167,150,3.5,317,105,"IIT Bombay","Mechanical Engineering",6.5,0,0
"81","University of Michigan, Ann Arbor","Admit","Computer Science","Fall 2020",170,157,4,327,113,"IIT Bombay","Electrical Engineering",8.5,0,0
"82","New York University","Admit","Computer Science","Fall 2013",164,161,3,325,110,"IIT Bombay","Computer Science",7.56,0,0
"83","Cornell University","Reject","Civil Engineering","Fall 2013",170,149,4.5,319,110,"IIT Bombay","Civil Engineering",8,0,0
"84","University of Michigan, Ann Arbor","Reject","Mechanical Engineering","Fall 2017",170,153,4,323,110,"IIT Bombay","Chemical Engineering",7.9,0,0
"85","University of Michigan, Ann Arbor","Reject","AI_ML_DS","Fall 2020",168,157,4.5,325,105,"IIT Bombay","Mechanical Engineering",8.77,0,0
"86","State University of New York, Stony Brook","Admit","Computer Science","Fall 2019",161,151,3.5,312,96,"IIT Bombay","Computer Science",7.5,0,0
"87","University of Cincinnati","Admit","Business Studies","Fall 2018",170,151,4,321,107,"IIT Bombay","Civil Engineering",7.73,0,0
"88","Carnegie Mellon University","Reject","Computer Science","Fall 2019",166,153,3,319,103,"IIT Bombay","Computer Science",7.15,0,42
"89","University of Texas, Austin","Reject","Business Studies","Fall 2019",169,163,4,332,114,"IIT Bombay","Electrical Engineering",6.17,0,56
"90","University of California, San Diego","Admit","Computer Science","Fall 2019",169,164,4,333,118,"IIT Bombay","Computer Science",9.15,0,0
"91","Stanford University","Reject","Civil Engineering","Fall 2013",170,149,4.5,319,110,"IIT Bombay","Civil Engineering",8,0,0
"92","University of North Carolina, Charlotte","Admit","Business Studies","Fall 2019",168,152,3.5,320,95,"IIT Bombay","Chemical Engineering",6.49,0,2
"93","State University of New York, Buffalo","Admit","Computer Science","Fall 2020",170,154,4,324,106,"IIT Delhi","Computer Science",7.26,0,0
"94","Carnegie Mellon University","Admit","Computer Science","Spring 2017",170,164,4,334,108,"IIT Delhi","Electrical Engineering",7.92,0,0
"95","Duke University","Admit","Computer Science","Fall 2016",170,157,3,327,103,"IIT Delhi","Electrical Engineering",7.36,0,0
"96","Johns Hopkins University","Reject","Computer Science","Fall 2019",170,159,4,329,105,"IIT Delhi","Electrical Engineering",7.95,0,0
"97","Purdue University, West Lafayette","Admit","Computer Science","Spring 2017",170,164,4,334,108,"IIT Delhi","Electrical Engineering",7.92,0,0
"98","University of Texas, Austin","Admit","Computer Science","Fall 2017",168,156,3,324,100,"IIT Delhi","Computer Science",8.26,0,0
"99","National University Of Singapore","Reject","Civil Engineering","Fall 2020",170,149,3,319,93,"IIT Delhi","Civil Engineering",8.12,0,15
"100","Kent State University","Reject","Computer Science","Spring 2017",154,146,3,300,91,"IIT Delhi","Computer Science",7.9,0,0
"101","University of Alabama, Birmingham","Admit","Computer Science","Spring 2017",154,146,3,300,91,"IIT Delhi","Computer Science",7.9,0,0
"102","Texas A&M University, College Station","Admit","Computer Science","Fall 2020",169,156,4,325,110,"IIT Delhi","Electrical Engineering",8.1,1,29
"103","University of Michigan, Ann Arbor","Reject","Computer Science","Fall 2018",170,161,3.5,331,113,"IIT Delhi","Electrical Engineering",8.2,0,19
"104","University of Iowa","Admit","Computer Science","Fall 2017",165,152,3,317,108,"IIT Delhi","Computer Science",8.14,0,0
"105","University of Texas, Dallas","Admit","Computer Science","Fall 2020",170,154,4,324,106,"IIT Delhi","Computer Science",7.26,0,0
"106","Texas A&M University, College Station","Admit","Computer Science","Fall 2018",169,149,3.5,318,102,"IIT Delhi","Computer Science",7.96,0,0
"107","Stanford University","Reject","Civil Engineering","Fall 2020",170,149,3,319,93,"IIT Delhi","Civil Engineering",8.12,0,15
"108","Virginia Tech University","Admit","Civil Engineering","Fall 2017",160,154,4,314,114,"IIT Delhi","Civil Engineering",8.5,0,0
"109","University of Texas, Austin","Reject","Civil Engineering","Fall 2017",170,152,3.5,322,100,"IIT Delhi","Civil Engineering",8.33,2,0
"110","University of California, Irvine","Reject","Electrical Engineering","Fall 2016",170,157,3,327,103,"IIT Delhi","Electrical Engineering",7.36,0,0
"111","University of California, Los Angeles","Reject","Computer Science","Fall 2017",168,156,3,324,100,"IIT Delhi","Computer Science",8.26,0,0
"112","Purdue University, West Lafayette","Admit","Computer Science","Fall 2020",170,154,4,324,108,"IIT Delhi","Electrical Engineering",8.34,0,0
"113","Johns Hopkins University","Admit","Computer Science","Fall 2019",170,157,4,327,108,"IIT Delhi","Mathematics",8.1,0,0
"114","Columbia University","Admit","Computer Science","Fall 2019",169,166,5,335,114,"IIT Delhi","Electrical Engineering",8.9,0,42
"115","University of Michigan, Ann Arbor","Admit","Computer Science","Fall 2020",169,151,3.5,320,102,"IIT Delhi","Electrical Engineering",8.6,0,0
"116","University of Illinois, Urbana Champaign","Admit","Mechanical Engineering","Fall 2020",167,154,3.5,321,107,"IIT Delhi","Mechanical Engineering",8.54,0,18
"117","Columbia University","Reject","Computer Science","Fall 2017",168,157,4,325,108,"IIT Delhi","Computer Science",7.32,0,0
"118","North Carolina State University","Reject","Computer Science","Fall 2017",163,143,3,306,92,"IIT Delhi","Electrical Engineering",9.1,2,41
"119","State University of New York, Stony Brook","Admit","Computer Science","Fall 2018",170,161,4,331,115,"IIT Delhi","Computer Science",8.5,0,0
"120","University of Illinois, Urbana Champaign","Admit","Civil Engineering","Fall 2020",170,149,3,319,93,"IIT Delhi","Civil Engineering",8.12,0,15
"121","State University of New York, Buffalo","Admit","Mechanical Engineering","Fall 2020",167,154,3.5,321,107,"IIT Delhi","Mechanical Engineering",8.54,0,18
"122","University of Massachusetts, Amherst","Admit","Computer Science","Fall 2017",160,160,3.5,320,111,"IIT Delhi","Computer Science",7.43,0,0
"123","University of Minnesota, Twin Cities","Reject","Computer Science","Fall 2019",166,151,3,317,95,"IIT Delhi","Electrical Engineering",7.22,0,18
"124","State University of New York, Stony Brook","Admit","Computer Science","Fall 2018",168,156,4.5,324,111,"IIT Delhi","Computer Science",8.3,0,0
"125","The University of Alabama","Admit","Computer Science","Fall 2017",165,152,3,317,108,"IIT Delhi","Computer Science",8.14,0,0
"126","State University of New York, Stony Brook","Admit","Computer Science","Fall 2020",170,154,4,324,106,"IIT Delhi","Computer Science",7.26,0,0
"127","University of Minnesota, Twin Cities","Reject","Computer Science","Fall 2020",170,154,4,324,108,"IIT Delhi","Electrical Engineering",8.34,0,0
"128","Georgia Institute of Technology","Reject","Computer Science","Fall 2017",168,157,4,325,108,"IIT Delhi","Computer Science",7.32,0,0
"129","Texas A&M University, College Station","Admit","Civil Engineering","Fall 2020",170,149,3,319,93,"IIT Delhi","Civil Engineering",8.12,0,15
"130","University of California, San Diego","Admit","Computer Science","Fall 2016",170,164,4,334,117,"IIT Delhi","Electrical Engineering",8.7,0,0
"131","Drexel University","Reject","Computer Science","Spring 2017",154,146,3,300,91,"IIT Delhi","Computer Science",7.9,0,0
"132","Columbia University","Reject","AI_ML_DS","Fall 2019",170,164,4.5,334,115,"IIT Delhi","Physics",8.1,0,52
"133","Columbia University","Admit","Electrical Engineering","Spring 2017",170,164,4,334,108,"IIT Delhi","Electrical Engineering",7.92,0,0
"134","Georgia Institute of Technology","Admit","Computer Science","Fall 2018",170,161,3.5,331,113,"IIT Delhi","Electrical Engineering",8.2,0,19
"135","New Jersey Institute of Technology","Reject","Computer Science","Spring 2017",154,146,3,300,91,"IIT Delhi","Computer Science",7.9,0,0
"136","University of Maryland, Baltimore County","Reject","AI_ML_DS","Spring 2018",170,152,3,322,92,"IIT Delhi","Electrical Engineering",6.45,0,2
"137","University of Massachusetts, Amherst","Reject","Computer Science","Fall 2019",167,158,4,325,108,"IIT Delhi","Textile Engineering",7.9,0,16
"138","University of Cincinnati","Admit","Computer Science","Fall 2018",170,161,4,331,115,"IIT Delhi","Computer Science",8.5,0,0
"139","ETH Zurich","Reject","Mechanical Engineering","Fall 2019",169,156,3.5,325,116,"IIT Delhi","Mechanical Engineering",8.9,0,0
"140","Purdue University, West Lafayette","Admit","Civil Engineering","Fall 2017",160,154,4,314,114,"IIT Delhi","Civil Engineering",8.5,0,0
"141","University of Massachusetts, Amherst","Admit","Computer Science","Fall 2019",169,166,5,335,114,"IIT Delhi","Electrical Engineering",8.9,0,42
"142","Texas A&M University, College Station","Admit","Civil Engineering","Fall 2017",170,152,3.5,322,100,"IIT Delhi","Civil Engineering",8.33,2,0
"143","University of Maryland, College Park","Admit","Civil Engineering","Fall 2017",170,159,4,329,114,"IIT Delhi","Civil Engineering",8.29,0,0
"144","Rutgers University, New Brunswick","Admit","Computer Science","Fall 2018",169,149,3.5,318,102,"IIT Delhi","Computer Science",7.96,0,0
"145","University of Maryland, College Park","Reject","Computer Science","Fall 2019",170,159,4,329,105,"IIT Delhi","Electrical Engineering",7.95,0,0
"146","University of Massachusetts, Amherst","Reject","Computer Science","Fall 2019",170,164,4.5,334,115,"IIT Delhi","Physics",8.1,0,52
"147","University of Houston","Admit","Electrical Engineering","Fall 2016",162,152,3.5,314,109,"IIT Delhi","Electrical Engineering",8,0,0
"148","Texas A&M University, College Station","Admit","Civil Engineering","Fall 2017",170,159,4,329,114,"IIT Delhi","Civil Engineering",8.29,0,0
"149","Cornell University","Reject","Computer Science","Fall 2019",170,160,4,330,111,"IIT Delhi","Electrical Engineering",7.54,0,18
"150","Arizona State University","Reject","Computer Science","Spring 2017",154,146,3,300,91,"IIT Delhi","Computer Science",7.9,0,0
"151","University of Maryland, College Park","Reject","Computer Science","Fall 2016",170,143,3,313,98,"IIT Delhi","Computer Science",7.36,0,0
"152","Carnegie Mellon University","Admit","Computer Science","Fall 2019",170,157,4,327,108,"IIT Delhi","Mathematics",8.1,0,0
"153","Georgia Institute of Technology","Admit","Civil Engineering","Fall 2017",170,159,4,329,114,"IIT Delhi","Civil Engineering",8.29,0,0
"154","Delft University of Technology","Admit","Chemical Engineering","Fall 2018",170,158,4,328,106,"IIT Delhi","Chemical Engineering",8.22,0,0
"155","Texas Tech University","Admit","Electrical Engineering","Fall 2016",162,152,3.5,314,109,"IIT Delhi","Electrical Engineering",8,0,0
"156","Pennsylvania State University","Reject","Computer Science","Fall 2020",170,154,4,324,106,"IIT Delhi","Computer Science",7.26,0,0
"157","Carnegie Mellon University","Reject","AI_ML_DS","Fall 2019",167,158,4,325,108,"IIT Delhi","Textile Engineering",7.9,0,16
"158","New York University","Reject","AI_ML_DS","Fall 2019",167,158,4,325,108,"IIT Delhi","Textile Engineering",7.9,0,16
"159","University of California, San Diego","Admit","Computer Science","Fall 2020",168,158,4,326,108,"IIT Delhi","Electrical Engineering",9.2,0,0
"160","State University of New York, Stony Brook","Admit","Computer Science","Fall 2016",170,143,3,313,98,"IIT Delhi","Computer Science",7.36,0,0
"161","Ohio State University","Admit","Civil Engineering","Fall 2017",170,159,4,329,114,"IIT Delhi","Civil Engineering",8.29,0,0
"162","University of Florida, Gainesville","Admit","Computer Science","Fall 2019",166,151,3,317,95,"IIT Delhi","Electrical Engineering",7.22,0,18
"163","University of Massachusetts, Amherst","Reject","Computer Science","Fall 2019",170,160,4,330,111,"IIT Delhi","Electrical Engineering",7.54,0,18
"164","University of Pennsylvania","Reject","AI_ML_DS","Fall 2019",170,164,4.5,334,115,"IIT Delhi","Physics",8.1,0,52
"165","Purdue University, West Lafayette","Reject","Computer Science","Fall 2020",170,154,4,324,106,"IIT Delhi","Computer Science",7.26,0,0
"166","Georgia Institute of Technology","Reject","Computer Science","Fall 2019",170,159,4,329,105,"IIT Delhi","Electrical Engineering",7.95,0,0
"167","University of California, Davis","Admit","Civil Engineering","Fall 2017",170,159,4,329,114,"IIT Delhi","Civil Engineering",8.29,0,0
"168","Cornell University","Admit","Civil Engineering","Fall 2017",170,159,4,329,114,"IIT Delhi","Civil Engineering",8.29,0,0
"169","University of California, San Diego","Reject","Computer Science","Fall 2019",170,160,4,330,111,"IIT Delhi","Electrical Engineering",7.54,0,18
"170","University of Michigan, Ann Arbor","Admit","AI_ML_DS","Fall 2019",170,164,4.5,334,115,"IIT Delhi","Physics",8.1,0,52
"171","Rice University","Reject","Computer Science","Fall 2019",166,151,3,317,95,"IIT Delhi","Electrical Engineering",7.22,0,18
"172","Texas A&M University, College Station","Admit","Computer Science","Fall 2020",170,154,4,324,108,"IIT Delhi","Electrical Engineering",8.34,0,0
"173","Rochester Institute of Technology","Admit","Computer Science","Fall 2018",170,161,4.5,331,109,"IIT Delhi","Chemical Engineering",6.19,0,0
"174","University of Pennsylvania","Admit","AI_ML_DS","Fall 2020",170,158,4.5,328,116,"IIT Delhi","Mechanical Engineering",7.93,0,0
"175","Iowa State University","Admit","Electrical Engineering","Fall 2018",167,155,3.5,322,104,"IIT Madras","Electrical Engineering",8.4,0,0
"176","University of Maryland, College Park","Reject","Computer Science","Fall 2017",168,166,4,334,110,"IIT Madras","Computer Science",8.99,0,0
"177","Arizona State University","Admit","Computer Science","Fall 2017",170,168,5.5,338,100,"IIT Madras","Mechanical Engineering",8.4,0,0
"178","The University of Chicago","Reject","Computer Science","Fall 2019",166,148,3,314,93,"IIT Madras","Mechanical Engineering",7.6,0,17
"179","North Carolina State University","Reject","Computer Science","Fall 2019",170,158,4,328,107,"IIT Madras","Electrical Engineering",7.4,0,29
"180","Texas A&M University, College Station","Reject","Computer Science","Fall 2019",170,158,4,328,107,"IIT Madras","Electrical Engineering",7.4,0,29
"181","State University of New York, Stony Brook","Admit","Computer Science","Fall 2018",170,155,4,325,109,"IIT Madras","Aeronautical Engineering",7.96,0,0
"182","Purdue University, West Lafayette","Admit","Civil Engineering","Fall 2018",170,159,4,329,116,"IIT Madras","Civil Engineering",8.38,0,0
"183","University of Texas, Austin","Admit","Civil Engineering","Fall 2020",170,157,4,327,111,"IIT Madras","Civil Engineering",9.14,0,0
"184","North Carolina State University","Admit","Aerospace Engineering","Fall 2017",161,155,0,316,102,"IIT Madras","Aeronautical Engineering",7.4,0,0
"185","Oklahoma State University, Stillwater","Admit","AI_ML_DS","Fall 2018",168,143,4,311,93,"IIT Madras","Civil Engineering",8.12,0,14
"186","University of Pennsylvania","Admit","Computer Science","Fall 2019",167,157,3.5,324,103,"IIT Madras","Mechanical Engineering",8.47,1,0
"187","Georgia Institute of Technology","Admit","Civil Engineering","Fall 2018",170,159,4,329,116,"IIT Madras","Civil Engineering",8.38,0,0
"188","State University of New York, Buffalo","Admit","Civil Engineering","Fall 2019",168,147,4,315,102,"IIT Madras","Civil Engineering",8.29,0,0
"189","Purdue University, West Lafayette","Reject","Civil Engineering","Fall 2018",170,149,3.5,319,99,"IIT Madras","Civil Engineering",7.98,0,0
"190","Stevens Institute of Technology","Admit","Business Studies","Fall 2018",168,143,4,311,93,"IIT Madras","Civil Engineering",8.12,0,14
"191","University of Illinois, Urbana Champaign","Reject","Computer Science","Fall 2017",170,160,4,330,117,"IIT Madras","Electrical Engineering",8.72,0,0
"192","University of Maryland, College Park","Reject","Mechanical Engineering","Fall 2018",170,154,3,324,105,"IIT Madras","Mechanical Engineering",8.31,0,29
"193","University of Massachusetts, Amherst","Admit","Computer Science","Fall 2020",170,150,3.5,320,107,"IIT Madras","Chemical Engineering",8.64,0,0
"194","Massachusetts Institute of Technology","Reject","Electrical Engineering","Fall 2018",165,165,4,330,114,"IIT Madras","Metallurgical Engineering",7.6,1,11
"195","Purdue University, West Lafayette","Reject","Computer Science","Fall 2018",169,155,4,324,111,"IIT Madras","Electrical Engineering",8.48,0,0
"196","University of Wisconsin, Madison","Reject","Mechanical Engineering","Fall 2019",168,160,4,328,119,"IIT Madras","Mechanical Engineering",8.28,1,53
"197","Purdue University, West Lafayette","Admit","Mechanical Engineering","Fall 2020",170,159,4,329,106,"IIT Madras","Aeronautical Engineering",9.6,0,0
"198","University of Texas, Austin","Reject","Business Studies","Fall 2017",168,156,4,324,111,"IIT Madras","Aeronautical Engineering",8.53,0,33
"199","Purdue University, West Lafayette","Admit","Mechanical Engineering","Fall 2017",170,151,3.5,321,107,"IIT Madras","Mechanical Engineering",8.75,0,0
"200","Rutgers University, New Brunswick","Reject","Computer Science","Fall 2020",170,150,3.5,320,107,"IIT Madras","Chemical Engineering",8.64,0,0
"201","University of Southern California","Admit","Civil Engineering","Fall 2020",170,151,3,321,96,"IIT Madras","Civil Engineering",8,0,17
"202","Columbia University","Admit","Computer Science","Fall 2019",167,158,4.5,325,115,"IIT Madras","Computer Science",8,0,0
"203","University of Michigan, Ann Arbor","Reject","Civil Engineering","Fall 2019",168,147,4,315,102,"IIT Madras","Civil Engineering",8.29,0,0
"204","Georgia Institute of Technology","Admit","AI_ML_DS","Fall 2018",168,160,4,328,111,"IIT Madras","Mechanical Engineering",7.38,0,0
"205","University of California, Los Angeles","Admit","Business Studies","Fall 2020",170,151,3.5,321,106,"IIT Madras","Mechanical Engineering",7.88,0,0
"206","State University of New York, Buffalo","Admit","Civil Engineering","Fall 2017",167,145,3,312,97,"IIT Madras","Civil Engineering",8.15,0,0
